"","n","estimate","variance","mse","normal_lower_bound","normal_upper_bound","empirical_lower_bound","empirical_upper_bound"
"1",100,8.81835844418882,0.148967516004029,0.162474653835307,8.0671573172093,9.33686293316531,8.18642623362085,9.44221106877644
"2",200,8.94440418784583,0.083146298849621,0.141884551201959,8.22771493800441,9.17630531237019,8.46676201367178,9.41388163483868
"3",300,8.90054530736196,0.05743981205907,0.0968445426577811,8.30779456547297,9.09622568490164,8.50424247157908,9.29490388711488
"4",400,8.86362209911495,0.0422281389675004,0.0683381234564972,8.36400115346887,9.04001909690574,8.52372492913398,9.19882890141157
"5",500,8.92106900762848,0.036000925939626,0.0839805197308143,8.38991707893775,9.01410317143686,8.61095493406702,9.23951718033917
"6",600,8.92954839307428,0.029973030470186,0.0817406992170984,8.41724120766291,8.9867790427117,8.65061857931104,9.21911502299396
"7",700,8.92718857678045,0.0255728327077986,0.0762730532031428,8.43897322637791,8.96504702399669,8.66562583698661,9.19186384703202
"8",800,8.84900813223433,0.0224145157765802,0.0440184469492224,8.4557512239552,8.94826902641941,8.60517780592514,9.09776099446108
"9",900,8.79799489341668,0.019287052565752,0.0284962708872856,8.47357641747746,8.93044383289714,8.57041875934643,9.02367233923487
"10",1000,8.76570061167945,0.0175720010140146,0.0216249646834182,8.48396927507241,8.9200509753022,8.54678624931674,8.98195276945359
"11",1100,8.76143810310944,0.01613053132994,0.0196589897835875,8.49310379821083,8.91091645216378,8.55000470621468,8.97196408532952
"12",1200,8.74660676350844,0.0148405053189841,0.0168263973674667,8.50163140370909,8.90238884666552,8.54906312427962,8.94529273073142
"13",1300,8.72470054067268,0.0131509656051006,0.0136631903668786,8.51338216090864,8.89063808946597,8.5385505072655,8.91467005384599
"14",1400,8.72897372822836,0.0123177941488909,0.0130423664790165,8.51945512709515,8.88456512327946,8.54501383938137,8.90978969275303
"15",1500,8.72517741864063,0.0117888446104181,0.0123232103274487,8.52341776430066,8.88060248607395,8.54278014784037,8.90467259733088
"16",1600,8.71353206803138,0.0112662635701922,0.0113967654843804,8.52742099134889,8.87659925902572,8.54033636048236,8.88568067085727
"17",1700,8.69679708562225,0.0102704507572856,0.010295572448641,8.53531534177467,8.86870490859993,8.53169026322396,8.86399441337936
"18",1800,8.66661194810676,0.00962088865770709,0.0108719954206012,8.54067280052112,8.86334744985348,8.50748228590378,8.82780153666691
"19",1900,8.62729767932289,0.00911922669384278,0.0146993524155467,8.54493541656768,8.85908483380692,8.4694747932586,8.78375212034132
"20",2000,8.63005107135112,0.00852853531083437,0.0137049350327705,8.55010777865095,8.85391247172365,8.47625510513285,8.78169964532865
"21",2100,8.64826917849585,0.00838782661963293,0.0112742384056025,8.55136607650022,8.85265417387438,8.4965354011238,8.79938087502966
"22",2200,8.66717161806756,0.00778540994497878,0.00899757444132224,8.55687651462763,8.84714373574698,8.52125538249679,8.80960474772363
"23",2300,8.65126339544936,0.00746592792330149,0.0100396653168132,8.55988555862108,8.84413469175353,8.50932503271849,8.79369737760978
"24",2400,8.66526922709864,0.00722815434650749,0.00857660230799972,8.56216705000164,8.84185320037297,8.52703037861269,8.80675140419579
"25",2500,8.67885740112351,0.00691527896399102,0.00744994453977221,8.56522713013942,8.83879312023519,8.54466278781561,8.81743848930981
"26",2600,8.6829435982479,0.00675440587810295,0.00711658744645849,8.56682751310348,8.83719273727113,8.54643117638606,8.81656255035087
"27",2700,8.68082764327184,0.00667137548699211,0.00711873875199372,8.56766096710046,8.83635928327415,8.54424362498039,8.81439149911986
"28",2800,8.699282873858,0.00648764272522777,0.00649378309649594,8.56952390210071,8.83449634827389,8.56647865660725,8.83028299128139
"29",2900,8.70435787123605,0.00628764517551351,0.00629189955798779,8.57158199460849,8.83243825576612,8.57609538489459,8.83621843223725
"30",3000,8.70600912857742,0.0057099712221522,0.00572482125602196,8.57771782750492,8.82630242286969,8.58220081562412,8.82926793415501
"31",3100,8.69265992971209,0.00549527731091229,0.00558160441087485,8.58007689937507,8.82394335099954,8.56791025394079,8.81483805268965
"32",3200,8.70369368877888,0.00552177826333746,0.00552350829405166,8.57978324174778,8.82423700862683,8.58180355995495,8.8267342148024
"33",3300,8.7142976905794,0.00533426406406803,0.00548418147452024,8.58187651947701,8.8221437308976,8.59359222690927,8.8343682899602
"34",3400,8.70910797224572,0.00519538124768339,0.0052447216042985,8.58345073194409,8.82056951843052,8.59142731733996,8.82769940506035
"35",3500,8.72311828154935,0.00528848072427757,0.0057329772931374,8.58239317653169,8.82162707384291,8.60339220689928,8.84351885616053
