"","n","estimate","variance","mse","normal_lower_bound","normal_upper_bound","empirical_lower_bound","empirical_upper_bound"
"1",100,0.301646194346701,0.0385359301657098,0.289351939313685,0.479575080960081,1.12536338561514,-0.00115283409081385,0.639597381735476
"2",200,0.373169292881488,0.0203934687586896,0.204687828897639,0.567574755050314,1.03736371152491,0.146870628209006,0.608906784132672
"3",300,0.359338402298626,0.013150281794961,0.209512585111591,0.613846173112386,0.991092293462837,0.180550173954025,0.555206827280037
"4",400,0.323402629037286,0.0100551078748448,0.239557908161207,0.63753127134128,0.967407195233943,0.162986143475213,0.49523690143007
"5",500,0.337486272211275,0.00794898885430244,0.224156553147849,0.655818850535177,0.949119616040045,0.19391330554597,0.487811189475282
"6",600,0.360756967111382,0.00677445317370168,0.201882824373607,0.667086156652515,0.937852309922708,0.226107070382705,0.497974437643494
"7",700,0.372329397562748,0.0056574875109362,0.190676634290847,0.678749476167578,0.926188990407644,0.253058649994001,0.498614553469964
"8",800,0.373805796990619,0.00509321946877407,0.188844542442826,0.685081301224673,0.919857165350549,0.257521063427081,0.496432192226035
"9",900,0.366261607403393,0.00444112442558352,0.194717329080244,0.692853289563805,0.912085177011418,0.259464434126115,0.478452053760254
"10",1000,0.358179193488561,0.00399478069542022,0.201387621203923,0.698507448188273,0.906431018386949,0.256431324742938,0.464513806959292
"11",1100,0.359899447455064,0.00366864815418693,0.199535929756423,0.702841491172578,0.902096975402645,0.260703993119913,0.459935142117119
"12",1200,0.357473360842415,0.00340294794460901,0.201423593848282,0.706517039273277,0.898421427301945,0.26416624885434,0.45668462014522
"13",1300,0.370281445808782,0.00313220954517975,0.189917866749117,0.710413114361077,0.894525352214146,0.281031734985587,0.46364648917863
"14",1400,0.377886938929938,0.00275827973958759,0.183027852765665,0.71608262730031,0.888855839274912,0.291845549964759,0.467028459246492
"15",1500,0.371894699172213,0.00278166447630633,0.188175537572103,0.715717206709782,0.88922125986544,0.28768487527069,0.460354304572654
"16",1600,0.3743942368211,0.00252757547998711,0.185775272564695,0.719774219564829,0.885164247010394,0.291724175018217,0.457159127303289
"17",1700,0.378451149900621,0.0023625863327165,0.182153448854627,0.722518748691104,0.882419717884119,0.30042759610878,0.456585080532367
"18",1800,0.379704105767724,0.00217830299732842,0.180908220383636,0.725700141750337,0.879238324824885,0.303876994456401,0.458264789727477
"19",1900,0.37695554877608,0.00218088953735602,0.183242349066027,0.725654577056533,0.87928388951869,0.30099792322058,0.454560398440301
"20",2000,0.380031605649949,0.00200179147269776,0.18045494035854,0.728876204980431,0.876062261594792,0.307118077091964,0.453980546639905
"21",2100,0.384579339444501,0.00188793093742138,0.17651951672744,0.730999804931673,0.87393866164355,0.315012231490764,0.45609763393097
"22",2200,0.3849993538385,0.00184681435788811,0.176127545242272,0.731782342728515,0.873156123846707,0.314135852149168,0.457083832894941
"23",2300,0.383309816712424,0.00176641954912404,0.177460682768865,0.7333380185701,0.871600448005123,0.315185168966839,0.452945412236032
"24",2400,0.383013455375442,0.0017311891363943,0.17767399252247,0.734030885588586,0.870907580986637,0.316565456708275,0.452451047004039
"25",2500,0.382851905522572,0.00157352451429963,0.177651911570069,0.737221712648724,0.867716753926498,0.317874136237653,0.448520516629003
"26",2600,0.383628657615308,0.0015406650611898,0.176967784757684,0.737906579444576,0.867031887130646,0.31935094855771,0.448274459569226
"27",2700,0.384508255411354,0.00154697785133992,0.176238047483047,0.737774443703571,0.867164022871652,0.321831326688265,0.450226764821176
"28",2800,0.385861462902997,0.00142476762612198,0.174986517017437,0.740382433366361,0.864556033208862,0.324436259416366,0.449357007151501
"29",2900,0.386412504976922,0.00145064023615119,0.174553551280699,0.739821246925987,0.865117219649235,0.325124521062491,0.449865423139084
"30",3000,0.387210479863672,0.00133921250432667,0.17377877695703,0.742275399511021,0.862663067064201,0.326810755415951,0.447495451924647
"31",3100,0.386186999670938,0.00129590769872332,0.17458654654207,0.743256611395039,0.861681855180183,0.327589423780028,0.445760719718376
"32",3200,0.385606525387523,0.00128773162534788,0.175061991316817,0.743443697545938,0.861494769029285,0.326412517560537,0.444526128467517
"33",3300,0.381879477089311,0.00123514858352241,0.178130644572751,0.744661377722954,0.860277088852268,0.324310530865252,0.439981006471242
"34",3400,0.380929008784008,0.00121492148279798,0.17891083937305,0.745136669547412,0.85980179702781,0.323795190916681,0.440034078789224
"35",3500,0.379281482688418,0.00114112384448558,0.180228767876922,0.746905214824579,0.858033251750643,0.324943080993799,0.435415346336067
"36",3600,0.381541597464534,0.00117154406934896,0.17835138436014,0.746169469629036,0.858768996946186,0.327085179416944,0.439978123214611
"37",3700,0.379873454838616,0.00109200177379789,0.179678975336356,0.748114304799392,0.856824161775831,0.327128798791631,0.434363052675546
"38",3800,0.378457173085861,0.00103008534059769,0.180816106520063,0.749677750542629,0.855260716032593,0.32633995839308,0.430543390549147
"39",3900,0.377302621918633,0.00104601231763022,0.181812450538146,0.749271190289136,0.855667276286086,0.32487329684589,0.431010521491615
"40",4000,0.375924885460915,0.00102692711455663,0.182966802392035,0.749758741612597,0.855179724962626,0.323899979769755,0.428793323097739
"41",4100,0.376097118843489,0.00101565029464121,0.182808627140134,0.750048950893135,0.854889515682087,0.324401538928332,0.428704117125951
"42",4200,0.375831374582145,0.000967809962162569,0.182987478880956,0.751298422194398,0.853640044380824,0.324282216268517,0.427389895848772
"43",4300,0.37725746428922,0.000917923972852734,0.181722788882799,0.752634675036243,0.852303791538979,0.328391631983242,0.427213652823972
"44",4400,0.376710788652528,0.000959740634356107,0.182229801864315,0.751512192646385,0.853426273928837,0.325685115105253,0.427925118170167
"45",4500,0.375486322685455,0.000904350848333642,0.183218575924453,0.753004493139555,0.851933973435667,0.32748211809177,0.424785680856468
"46",4600,0.376360954196729,0.000877854558169447,0.182445944497051,0.753734505900427,0.851203960674795,0.329329130615405,0.424866060507977
"47",4700,0.376702046901938,0.000880791272227323,0.182158312116746,0.75365305706498,0.851285409510243,0.328560528885617,0.425761449012987
"48",4800,0.374664795797242,0.000849652108504325,0.183866118914533,0.754523736101512,0.85041473047371,0.325919369861682,0.421426652654103
"49",4900,0.37823309821136,0.000810195554281533,0.180786331819606,0.755650227761825,0.849288238813397,0.331553252653445,0.426049464275848
"50",5000,0.378146282294639,0.000819977294464897,0.18086978003839,0.755368445592007,0.849570020983215,0.331406044809825,0.426847553716814
